order_id,delivery_partner_id,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
8356690330,70661,-4.0,0.86,On Time,
3508620293,79725,0.0,1.6,On Time,
9998297778,15629,1.0,4.71,On Time,Traffic
3898421710,27328,6.0,4.58,Slightly Delayed,Traffic
3960980694,61707,11.0,1.33,Slightly Delayed,Traffic
5008395294,72163,19.0,2.33,Significantly Delayed,Traffic
3722869004,80036,2.0,4.82,On Time,Traffic
8391555591,29388,16.0,4.15,Significantly Delayed,Traffic
8063730776,37119,-2.0,2.05,On Time,
9052752169,27976,5.0,0.58,On Time,Traffic
7471416647,72270,7.0,3.97,Slightly Delayed,Traffic
848332407,41823,-2.0,2.38,On Time,
4062701987,76840,-5.0,4.44,On Time,
8723912832,80138,3.0,4.96,On Time,Traffic
9099298435,21269,-1.0,3.41,On Time,
5645691241,8455,9.0,4.73,Slightly Delayed,Traffic
8258019846,96896,4.0,3.26,On Time,Traffic
2732162016,82903,3.0,4.58,On Time,Traffic
1561902412,71022,1.0,4.92,On Time,Traffic
8979476889,43855,1.0,0.91,On Time,Traffic
8373953053,37461,15.0,3.09,Slightly Delayed,Traffic
7021309133,86023,8.0,1.59,Slightly Delayed,Traffic
3447085029,97687,3.0,1.19,On Time,Traffic
9284767341,38009,-1.0,1.41,On Time,
9770431940,70163,-5.0,3.72,On Time,
9650124390,58008,-4.0,0.56,On Time,
9826894858,52555,4.0,4.28,On Time,Traffic
4466839873,15751,3.0,2.21,On Time,Traffic
4331471900,95419,10.0,3.97,Slightly Delayed,Traffic
5777824005,9630,-5.0,2.8,On Time,
8795242622,20027,-4.0,3.8,On Time,
8561878376,59539,3.0,0.99,On Time,Traffic
2113243643,46402,0.0,2.8,On Time,
8497820340,12255,2.0,1.08,On Time,Traffic
3167184563,86629,4.0,1.15,On Time,Traffic
9997121955,27103,-3.0,2.37,On Time,
2954397481,20739,2.0,2.94,On Time,Traffic
8125884987,31296,3.0,2.74,On Time,Traffic
3765873352,8612,4.0,2.25,On Time,Traffic
7733310993,31410,12.0,4.55,Slightly Delayed,Traffic
738093341,92844,30.0,4.73,Significantly Delayed,Traffic
1837574319,63956,18.0,1.22,Significantly Delayed,Traffic
2468420564,10759,28.0,2.91,Significantly Delayed,Traffic
5368005763,37844,-5.0,4.25,On Time,
3823949592,28356,-5.0,1.48,On Time,
6298008063,6083,7.0,3.69,Slightly Delayed,Traffic
2499190829,38976,2.0,1.74,On Time,Traffic
491116137,46516,7.0,3.48,Slightly Delayed,Traffic
2206269404,3395,-3.0,0.63,On Time,
1330806043,67773,7.0,0.7,Slightly Delayed,Traffic
6770858376,40291,20.0,1.3,Significantly Delayed,Traffic
4466716432,5951,1.0,3.47,On Time,Traffic
8292554686,678,6.0,1.94,Slightly Delayed,Traffic
4204069161,28632,-2.0,1.36,On Time,
2163079658,81489,2.0,1.77,On Time,Traffic
6971561757,23787,23.0,0.61,Significantly Delayed,Traffic
7965253060,3496,9.0,3.58,Slightly Delayed,Traffic
8939040193,46879,12.0,3.57,Slightly Delayed,Traffic
8322028211,20488,1.0,3.61,On Time,Traffic
6865922682,98320,-4.0,1.34,On Time,
5912729079,56995,15.0,1.04,Slightly Delayed,Traffic
8764776130,25706,3.0,4.54,On Time,Traffic
7769965629,89124,5.0,1.18,On Time,Traffic
2166463032,57294,2.0,4.57,On Time,Traffic
7035343259,71409,-1.0,3.24,On Time,
8914775994,30298,-2.0,2.16,On Time,
7565647347,1739,-5.0,0.84,On Time,
6172215120,283,2.0,1.34,On Time,Traffic
4043585691,8666,6.0,3.27,Slightly Delayed,Traffic
3735186180,55800,2.0,4.49,On Time,Traffic
5281459433,56847,12.0,4.07,Slightly Delayed,Traffic
424087401,59842,-3.0,4.06,On Time,
884327245,68768,6.0,3.13,Slightly Delayed,Traffic
6318008970,1399,3.0,3.66,On Time,Traffic
3792751421,8803,-5.0,1.97,On Time,
5471255539,90665,-5.0,4.24,On Time,
9917290378,39311,20.0,1.27,Significantly Delayed,Traffic
208989475,2365,-2.0,0.99,On Time,
7672827556,25541,-1.0,4.5,On Time,
3792912325,82865,-3.0,4.69,On Time,
2478533601,79023,7.0,2.11,Slightly Delayed,Traffic
2255745327,96569,-4.0,0.6,On Time,
8612261848,33962,-4.0,1.18,On Time,
6949810049,68356,-1.0,4.59,On Time,
2399456941,95044,7.0,1.88,Slightly Delayed,Traffic
6292969164,60860,13.0,4.22,Slightly Delayed,Traffic
2929485756,98387,27.0,2.46,Significantly Delayed,Traffic
8757869416,89940,0.0,0.84,On Time,
2653966619,20322,-4.0,3.9,On Time,
336103625,53527,1.0,4.58,On Time,Traffic
3727289407,96404,-3.0,2.24,On Time,
701250513,12426,1.0,4.12,On Time,Traffic
101816977,74586,4.0,1.45,On Time,Traffic
7838223552,32488,-1.0,4.95,On Time,
4123140013,7581,-4.0,2.59,On Time,
9821008306,9712,-4.0,0.74,On Time,
5414882934,39970,-1.0,2.98,On Time,
9257313140,71919,17.0,1.34,Significantly Delayed,Traffic
3857021231,8994,2.0,3.89,On Time,Traffic
1606381345,84799,-5.0,1.32,On Time,
239830094,64707,-2.0,4.5,On Time,
580582858,23439,-1.0,4.39,On Time,
4191340899,84191,0.0,2.05,On Time,
1013630716,36890,18.0,2.58,Significantly Delayed,Traffic
8220017366,69432,18.0,2.59,Significantly Delayed,Traffic
4353485612,67044,9.0,1.22,Slightly Delayed,Traffic
8682172393,60531,5.0,0.99,On Time,Traffic
4085089017,73060,7.0,0.95,Slightly Delayed,Traffic
1287686307,72260,22.0,3.84,Significantly Delayed,Traffic
4425450216,11470,-4.0,2.32,On Time,
7799346570,6267,-5.0,4.86,On Time,
5917975686,95635,1.0,2.29,On Time,Traffic
9588500388,25906,14.0,2.55,Slightly Delayed,Traffic
3963207709,75698,24.0,3.13,Significantly Delayed,Traffic
2217466286,55729,23.0,2.22,Significantly Delayed,Traffic
7130088913,27018,3.0,3.43,On Time,Traffic
9064682961,74646,-1.0,3.91,On Time,
6060156146,43137,15.0,3.34,Slightly Delayed,Traffic
3106610673,39962,8.0,4.04,Slightly Delayed,Traffic
442408751,31883,1.0,3.45,On Time,Traffic
353571238,49421,4.0,1.94,On Time,Traffic
4670530333,73412,-3.0,2.26,On Time,
4961370923,95563,5.0,1.03,On Time,Traffic
8946821991,7047,0.0,2.84,On Time,
5720622852,41385,-2.0,4.29,On Time,
7305353953,79920,28.0,1.58,Significantly Delayed,Traffic
1402723627,29946,14.0,4.23,Slightly Delayed,Traffic
9820620357,19268,5.0,1.35,On Time,Traffic
1930286155,22959,6.0,2.1,Slightly Delayed,Traffic
6759029950,27838,4.0,2.4,On Time,Traffic
9032188284,45176,11.0,2.56,Slightly Delayed,Traffic
9490161602,35300,-5.0,0.81,On Time,
8565257085,74770,-4.0,1.9,On Time,
4884845960,39010,-4.0,3.47,On Time,
6181604084,63800,-3.0,0.69,On Time,
2718508408,47220,15.0,4.85,Slightly Delayed,Traffic
8354866000,19057,8.0,5.0,Slightly Delayed,Traffic
8025728977,66000,-3.0,2.84,On Time,
6531356394,92872,0.0,0.83,On Time,
5489184758,69415,-1.0,3.02,On Time,
1377599881,17690,-3.0,0.53,On Time,
227162938,43553,-2.0,2.54,On Time,
3449083612,65165,13.0,3.64,Slightly Delayed,Traffic
5662514948,58053,-5.0,3.27,On Time,
2034571482,86556,15.0,2.48,Slightly Delayed,Traffic
348782569,88218,11.0,2.5,Slightly Delayed,Traffic
8697396531,59371,-2.0,1.71,On Time,
3538455450,63154,-1.0,2.89,On Time,
7513290139,96784,-1.0,3.71,On Time,
8320461939,63519,-4.0,4.38,On Time,
8217899522,15587,0.0,4.1,On Time,
4217056877,94995,8.0,3.74,Slightly Delayed,Traffic
3684167813,82021,-2.0,0.85,On Time,
5351904164,98439,5.0,1.17,On Time,Traffic
2731829604,85333,-3.0,0.89,On Time,
7162485958,64568,0.0,2.87,On Time,
4830502113,8022,-1.0,2.76,On Time,
9797013595,35734,9.0,3.93,Slightly Delayed,Traffic
9487843345,82632,4.0,2.95,On Time,Traffic
2148242015,13676,29.0,4.21,Significantly Delayed,Traffic
7465258008,63335,14.0,2.88,Slightly Delayed,Traffic
8875274470,54978,25.0,1.03,Significantly Delayed,Traffic
7049717910,10931,-2.0,0.83,On Time,
4829897426,93475,-3.0,3.29,On Time,
3532186218,34900,1.0,4.85,On Time,Traffic
6897674900,5998,-3.0,2.32,On Time,
163895717,45284,-3.0,2.3,On Time,
9857592403,36569,4.0,4.17,On Time,Traffic
2521197661,49637,17.0,0.86,Significantly Delayed,Traffic
488314125,60702,13.0,3.13,Slightly Delayed,Traffic
5073549838,20915,4.0,1.01,On Time,Traffic
6399568661,45002,-1.0,3.42,On Time,
3672658084,66143,0.0,3.4,On Time,
8273236145,8874,2.0,3.75,On Time,Traffic
3411233779,33913,-4.0,1.67,On Time,
8024667539,26395,12.0,1.85,Slightly Delayed,Traffic
6112199794,75415,6.0,4.43,Slightly Delayed,Traffic
9484473160,38707,9.0,2.47,Slightly Delayed,Traffic
9729709418,43891,-5.0,4.73,On Time,
7900224799,45482,13.0,1.48,Slightly Delayed,Traffic
1821414490,55493,-1.0,0.92,On Time,
5813507399,13303,-5.0,2.37,On Time,
3928003125,40065,15.0,1.46,Slightly Delayed,Traffic
5271866987,15044,-2.0,2.84,On Time,
9794537731,23014,3.0,3.02,On Time,Traffic
4852718488,71839,-1.0,3.31,On Time,
8300546273,80645,2.0,1.58,On Time,Traffic
976104194,65001,30.0,0.78,Significantly Delayed,Traffic
5373961125,72609,5.0,2.88,On Time,Traffic
6056126973,84012,0.0,3.31,On Time,
6352881332,21808,4.0,3.03,On Time,Traffic
1643234106,63857,15.0,4.22,Slightly Delayed,Traffic
8697966993,45795,22.0,2.95,Significantly Delayed,Traffic
2276061263,25181,0.0,1.18,On Time,
4045613782,29650,5.0,2.23,On Time,Traffic
2959828441,80243,4.0,1.62,On Time,Traffic
3514589876,24168,0.0,4.1,On Time,
9444081952,88637,3.0,1.4,On Time,Traffic
8183959589,80408,4.0,1.58,On Time,Traffic
1712832927,60377,14.0,0.78,Slightly Delayed,Traffic
8162867215,53830,5.0,2.71,On Time,Traffic
4160230443,41222,5.0,2.46,On Time,Traffic
9787535949,20817,10.0,1.96,Slightly Delayed,Traffic
3423995261,50959,4.0,3.39,On Time,Traffic
1523343168,41110,4.0,4.56,On Time,Traffic
1948066291,33207,3.0,3.15,On Time,Traffic
2021361582,88680,16.0,0.61,Significantly Delayed,Traffic
7491420331,81340,8.0,3.25,Slightly Delayed,Traffic
994840771,22900,14.0,3.72,Slightly Delayed,Traffic
6277344634,98138,22.0,2.48,Significantly Delayed,Traffic
4092653338,30910,-5.0,4.63,On Time,
7213712604,25295,-4.0,2.8,On Time,
7326709115,46549,7.0,3.53,Slightly Delayed,Traffic
9419789569,54029,0.0,2.48,On Time,
5388191488,38734,12.0,0.6,Slightly Delayed,Traffic
9065873433,61365,10.0,2.06,Slightly Delayed,Traffic
4627342297,47725,5.0,2.44,On Time,Traffic
4286971111,7124,-5.0,1.8,On Time,
645282074,19843,-1.0,0.88,On Time,
7260939789,13059,5.0,1.1,On Time,Traffic
1716322448,66774,3.0,4.92,On Time,Traffic
4293959647,72576,-1.0,2.09,On Time,
3331935300,14328,2.0,1.12,On Time,Traffic
1775389576,59128,-1.0,0.67,On Time,
8194774262,19069,10.0,3.25,Slightly Delayed,Traffic
3615279775,33091,-1.0,2.4,On Time,
11467999,1908,14.0,0.68,Slightly Delayed,Traffic
3971267196,59116,4.0,2.74,On Time,Traffic
1584863963,70947,17.0,3.64,Significantly Delayed,Traffic
1557893814,60172,4.0,1.85,On Time,Traffic
8172695964,52140,2.0,2.43,On Time,Traffic
7462800868,39973,28.0,1.77,Significantly Delayed,Traffic
5438961669,67068,17.0,2.1,Significantly Delayed,Traffic
4904849001,8244,5.0,4.42,On Time,Traffic
4816980820,28954,18.0,2.31,Significantly Delayed,Traffic
9004078716,60691,0.0,4.57,On Time,
8350353728,73339,5.0,1.62,On Time,Traffic
1204084245,55802,16.0,4.5,Significantly Delayed,Traffic
4142209897,6857,0.0,3.27,On Time,
125551624,16319,0.0,1.09,On Time,
9970545044,81093,5.0,1.76,On Time,Traffic
7976032064,39126,2.0,4.57,On Time,Traffic
8691567542,87207,5.0,1.06,On Time,Traffic
3592747590,92032,29.0,3.76,Significantly Delayed,Traffic
7495753437,20625,0.0,1.06,On Time,
3965847120,60885,2.0,4.21,On Time,Traffic
9365984533,40460,-3.0,4.34,On Time,
2948242102,55456,-2.0,4.57,On Time,
6161193691,22997,-5.0,2.46,On Time,
5964122835,98433,-3.0,4.54,On Time,
8879377902,61662,-5.0,3.82,On Time,
8158068874,93613,14.0,4.01,Slightly Delayed,Traffic
7039570964,40041,12.0,0.52,Slightly Delayed,Traffic
5482913265,84976,11.0,0.61,Slightly Delayed,Traffic
1018255782,35907,20.0,2.48,Significantly Delayed,Traffic
8441505853,58002,2.0,3.69,On Time,Traffic
3850018395,42851,15.0,1.25,Slightly Delayed,Traffic
4884197611,4714,25.0,4.29,Significantly Delayed,Traffic
5321849748,43163,-5.0,2.69,On Time,
9808738347,81334,-3.0,2.79,On Time,
8727249149,16796,-3.0,2.27,On Time,
2772154780,74237,-1.0,0.69,On Time,
9128056381,95005,0.0,0.84,On Time,
4461463308,43141,0.0,1.16,On Time,
5636483988,73517,-1.0,4.35,On Time,
1532065529,1354,2.0,1.94,On Time,Traffic
9933994647,46871,1.0,2.0,On Time,Traffic
4823026749,97537,-4.0,3.57,On Time,
7453442245,69200,3.0,2.49,On Time,Traffic
6519941559,88898,0.0,2.37,On Time,
3798769654,96996,-4.0,3.45,On Time,
5034289521,98165,-2.0,2.26,On Time,
6971088688,33387,9.0,3.13,Slightly Delayed,Traffic
5650184107,60066,0.0,1.16,On Time,
5770410311,96121,-2.0,0.96,On Time,
274530126,35596,22.0,4.22,Significantly Delayed,Traffic
4819831152,97045,4.0,2.73,On Time,Traffic
6977688323,77691,5.0,2.86,On Time,Traffic
2035952734,1616,-1.0,0.84,On Time,
3665334102,6292,6.0,1.11,Slightly Delayed,Traffic
1862413314,3855,3.0,3.96,On Time,Traffic
4466643926,37936,1.0,4.72,On Time,Traffic
4470717835,80246,3.0,1.91,On Time,Traffic
3018086191,86332,2.0,2.04,On Time,Traffic
2447983559,68149,27.0,1.82,Significantly Delayed,Traffic
5116322704,24469,4.0,2.51,On Time,Traffic
8941550852,18037,3.0,4.18,On Time,Traffic
8026773850,22178,3.0,3.97,On Time,Traffic
2102402075,81176,-5.0,5.0,On Time,
989844439,77083,-2.0,2.39,On Time,
8426805628,88737,-2.0,1.87,On Time,
7662188403,80894,8.0,3.91,Slightly Delayed,Traffic
9141654140,38063,1.0,1.33,On Time,Traffic
5696947751,58100,1.0,3.95,On Time,Traffic
8953871540,62193,5.0,1.91,On Time,Traffic
1767778760,57806,0.0,2.32,On Time,
5516201271,32490,-2.0,1.52,On Time,
9358248664,52315,-3.0,0.77,On Time,
1530424665,53811,2.0,3.67,On Time,Traffic
7816293360,81753,2.0,3.35,On Time,Traffic
1602396548,64637,2.0,1.2,On Time,Traffic
7938126128,50175,-1.0,2.11,On Time,
271744331,30354,-2.0,3.23,On Time,
387311360,7081,-1.0,4.42,On Time,
1286123100,19279,3.0,4.03,On Time,Traffic
4832392771,33654,3.0,1.61,On Time,Traffic
4800106448,38774,-4.0,3.27,On Time,
5500008514,48166,-1.0,3.12,On Time,
7879575037,85162,5.0,2.29,On Time,Traffic
50845914,95031,-3.0,3.41,On Time,
9766990467,18483,8.0,1.69,Slightly Delayed,Traffic
4215602937,38381,1.0,3.25,On Time,Traffic
238484255,87590,2.0,0.92,On Time,Traffic
3293988248,19751,29.0,2.58,Significantly Delayed,Traffic
5296157775,68713,3.0,1.35,On Time,Traffic
1143489067,68548,-3.0,4.28,On Time,
8524452029,65655,7.0,0.54,Slightly Delayed,Traffic
4256779885,71100,-2.0,2.71,On Time,
7744686996,4886,22.0,1.95,Significantly Delayed,Traffic
5427462399,87698,4.0,3.89,On Time,Traffic
8596751747,95854,-1.0,4.11,On Time,
4746468643,5235,1.0,4.62,On Time,Traffic
3010047327,65599,5.0,2.44,On Time,Traffic
1236959246,76379,4.0,1.59,On Time,Traffic
6600422315,46137,3.0,0.94,On Time,Traffic
3227252410,66386,-2.0,0.92,On Time,
6972292408,46413,17.0,2.13,Significantly Delayed,Traffic
7562754470,46136,1.0,1.58,On Time,Traffic
7361971676,18979,4.0,4.06,On Time,Traffic
8875605037,16915,4.0,1.78,On Time,Traffic
8508253527,11048,12.0,2.64,Slightly Delayed,Traffic
6798775600,81032,14.0,3.02,Slightly Delayed,Traffic
3624810422,83193,4.0,1.05,On Time,Traffic
4740213452,85085,12.0,2.62,Slightly Delayed,Traffic
3825468344,35824,2.0,4.66,On Time,Traffic
902245665,25868,-2.0,1.57,On Time,
6874299189,38460,3.0,4.85,On Time,Traffic
1127125313,81996,9.0,3.32,Slightly Delayed,Traffic
3606548818,90473,2.0,4.0,On Time,Traffic
5750044154,71543,11.0,2.04,Slightly Delayed,Traffic
3872847781,45099,-2.0,3.03,On Time,
5939554684,71726,4.0,1.97,On Time,Traffic
676412814,88453,0.0,3.44,On Time,
4248390724,49698,9.0,2.98,Slightly Delayed,Traffic
8938687150,99357,-5.0,2.03,On Time,
7898867047,51564,7.0,3.91,Slightly Delayed,Traffic
2142065357,1749,0.0,2.63,On Time,
9024719693,96400,1.0,2.56,On Time,Traffic
8976616698,46211,2.0,2.97,On Time,Traffic
8792586840,44722,3.0,4.87,On Time,Traffic
5375387413,53977,2.0,1.63,On Time,Traffic
4252164097,11104,8.0,4.88,Slightly Delayed,Traffic
8423273411,81864,0.0,1.77,On Time,
2551179741,50120,14.0,2.62,Slightly Delayed,Traffic
227511348,90637,1.0,0.84,On Time,Traffic
4434464045,84509,0.0,1.19,On Time,
7041011843,79645,0.0,3.37,On Time,
6510283268,59772,-2.0,4.4,On Time,
6853654698,57378,5.0,1.16,On Time,Traffic
9338996795,85003,-2.0,4.45,On Time,
7346145952,32434,-4.0,0.76,On Time,
6497069610,80825,2.0,1.13,On Time,Traffic
1741402363,29182,2.0,1.4,On Time,Traffic
4825878367,96209,0.0,4.4,On Time,
7019011442,15863,-4.0,2.49,On Time,
1674463798,17663,6.0,0.99,Slightly Delayed,Traffic
305684588,70029,16.0,4.53,Significantly Delayed,Traffic
5967495442,7004,11.0,1.54,Slightly Delayed,Traffic
2571047526,45704,-5.0,2.29,On Time,
7784811086,83254,24.0,1.07,Significantly Delayed,Traffic
7942005230,44185,10.0,2.99,Slightly Delayed,Traffic
6653543195,68173,11.0,2.42,Slightly Delayed,Traffic
397928918,80520,15.0,4.32,Slightly Delayed,Traffic
776120140,28491,16.0,2.58,Significantly Delayed,Traffic
8293188779,71056,-2.0,2.18,On Time,
178737268,66743,-1.0,3.03,On Time,
5246598523,67554,26.0,2.03,Significantly Delayed,Traffic
1172544737,27338,10.0,4.9,Slightly Delayed,Traffic
6419533291,32799,2.0,1.37,On Time,Traffic
882083749,42317,4.0,3.82,On Time,Traffic
3185510401,60744,4.0,2.04,On Time,Traffic
7760767006,88497,-5.0,2.21,On Time,
3833878150,27906,26.0,3.31,Significantly Delayed,Traffic
369899578,85235,1.0,2.12,On Time,Traffic
1944466212,77615,-1.0,4.02,On Time,
4064447117,36940,19.0,4.11,Significantly Delayed,Traffic
1553685597,246,30.0,2.21,Significantly Delayed,Traffic
3682284811,10177,-3.0,1.6,On Time,
291439357,8626,3.0,4.33,On Time,Traffic
8285784194,72635,2.0,1.17,On Time,Traffic
5058742647,25730,4.0,0.93,On Time,Traffic
6917020296,41276,3.0,4.71,On Time,Traffic
6671181961,46269,2.0,4.07,On Time,Traffic
5123439997,55720,2.0,0.93,On Time,Traffic
8510183245,94891,-5.0,4.02,On Time,
6081384585,96881,1.0,0.74,On Time,Traffic
4423613746,1185,9.0,1.54,Slightly Delayed,Traffic
1530472691,7489,11.0,3.45,Slightly Delayed,Traffic
7009303199,72585,8.0,0.72,Slightly Delayed,Traffic
5386652055,4038,7.0,3.92,Slightly Delayed,Traffic
4413239746,21923,13.0,4.76,Slightly Delayed,Traffic
4988875078,3617,14.0,2.9,Slightly Delayed,Traffic
1617565217,5577,-1.0,1.3,On Time,
392038758,62825,8.0,1.35,Slightly Delayed,Traffic
1828727552,92001,3.0,2.35,On Time,Traffic
7119397338,39725,3.0,0.5,On Time,Traffic
2611271708,54792,3.0,1.02,On Time,Traffic
7162509481,20373,-5.0,2.82,On Time,
131913576,27197,2.0,0.76,On Time,Traffic
6627201490,31046,11.0,3.58,Slightly Delayed,Traffic
4644950813,2614,5.0,1.44,On Time,Traffic
9434934993,95990,13.0,3.81,Slightly Delayed,Traffic
2556317798,76160,-2.0,4.01,On Time,
2826150539,19554,5.0,3.16,On Time,Traffic
4283803308,29754,4.0,2.2,On Time,Traffic
6873424093,61533,1.0,2.72,On Time,Traffic
4741294126,84476,1.0,1.18,On Time,Traffic
4967241271,73253,1.0,4.29,On Time,Traffic
9554079946,90188,0.0,1.05,On Time,
4601205399,36629,5.0,1.75,On Time,Traffic
5633967304,93942,15.0,3.63,Slightly Delayed,Traffic
4168163237,32090,12.0,2.18,Slightly Delayed,Traffic
5924297360,50579,15.0,3.57,Slightly Delayed,Traffic
2120299901,35726,-4.0,2.67,On Time,
1070876534,14388,-4.0,0.64,On Time,
7032280048,41473,3.0,0.5,On Time,Traffic
156346853,16610,15.0,1.43,Slightly Delayed,Traffic
6873267326,63685,8.0,3.17,Slightly Delayed,Traffic
1370661468,83004,4.0,3.11,On Time,Traffic
3612128358,63526,-1.0,2.81,On Time,
1736953222,46700,10.0,4.92,Slightly Delayed,Traffic
9107923488,22157,4.0,4.98,On Time,Traffic
4378877600,31527,14.0,0.94,Slightly Delayed,Traffic
3232762361,89153,-2.0,3.74,On Time,
1831641377,48691,10.0,4.35,Slightly Delayed,Traffic
562428866,47688,14.0,3.8,Slightly Delayed,Traffic
4607715908,22498,7.0,2.31,Slightly Delayed,Traffic
4804575203,32008,23.0,2.47,Significantly Delayed,Traffic
8287234948,4824,3.0,1.92,On Time,Traffic
6074452586,11946,4.0,2.12,On Time,Traffic
6821790656,64612,1.0,3.92,On Time,Traffic
7821942520,11136,1.0,2.62,On Time,Traffic
3012496270,96443,0.0,4.62,On Time,
8980370750,29273,1.0,2.34,On Time,Traffic
6535672015,91217,5.0,3.94,On Time,Traffic
6999060704,29169,7.0,4.34,Slightly Delayed,Traffic
9403732731,97526,4.0,4.7,On Time,Traffic
5649255352,42987,2.0,1.79,On Time,Traffic
5034409841,71481,18.0,1.76,Significantly Delayed,Traffic
9072111617,7933,-3.0,0.69,On Time,
9556880451,26471,-5.0,0.88,On Time,
4602796463,15486,5.0,4.75,On Time,Traffic
6061353924,5451,-3.0,2.47,On Time,
4366519080,71938,-4.0,4.15,On Time,
1324817141,88990,-2.0,3.53,On Time,
5419080144,87381,-5.0,3.05,On Time,
8813470284,39091,-5.0,3.15,On Time,
3182992799,26718,13.0,4.56,Slightly Delayed,Traffic
7792996715,57039,-5.0,4.66,On Time,
6962624734,32296,5.0,1.69,On Time,Traffic
5948662456,39614,2.0,0.64,On Time,Traffic
3395675979,8303,-3.0,2.55,On Time,
7550368787,25992,12.0,4.12,Slightly Delayed,Traffic
8357671697,16324,-1.0,1.14,On Time,
9600704922,40938,-1.0,4.99,On Time,
9915229426,7428,0.0,1.69,On Time,
9927474026,85439,13.0,0.9,Slightly Delayed,Traffic
6310535397,8620,0.0,3.54,On Time,
8045941430,43620,0.0,0.64,On Time,
4390394582,97518,0.0,4.85,On Time,
5062545226,54305,-3.0,1.59,On Time,
2836701831,84057,4.0,1.63,On Time,Traffic
4115492281,99505,1.0,2.16,On Time,Traffic
3554645781,64263,9.0,3.43,Slightly Delayed,Traffic
3983605701,58335,9.0,2.75,Slightly Delayed,Traffic
8581516385,29947,0.0,2.41,On Time,
8290229112,29611,-3.0,2.06,On Time,
1195560119,6698,3.0,1.79,On Time,Traffic
5077327994,93285,-3.0,4.36,On Time,
2945185661,6710,-2.0,2.76,On Time,
3951005873,73170,-5.0,4.02,On Time,
3490816523,16914,15.0,4.88,Slightly Delayed,Traffic
6739114301,10714,2.0,1.42,On Time,Traffic
5728818155,40143,8.0,1.82,Slightly Delayed,Traffic
7713651693,17257,5.0,4.26,On Time,Traffic
5452048621,51769,15.0,1.74,Slightly Delayed,Traffic
2297027645,67885,-5.0,2.68,On Time,
2438302298,96633,15.0,2.07,Slightly Delayed,Traffic
578811216,5169,18.0,0.57,Significantly Delayed,Traffic
8684710720,45070,-1.0,3.27,On Time,
1249797614,18282,1.0,4.91,On Time,Traffic
8013026217,53586,0.0,2.31,On Time,
5421697986,87496,4.0,4.2,On Time,Traffic
8922741261,48378,1.0,2.01,On Time,Traffic
3441102335,47299,0.0,1.66,On Time,
6065607924,13007,-1.0,2.71,On Time,
5153395650,19704,4.0,4.12,On Time,Traffic
2215235447,26672,-4.0,3.74,On Time,
5678676134,90181,-4.0,4.35,On Time,
5045588926,32917,1.0,2.76,On Time,Traffic
1677502866,1304,-3.0,2.08,On Time,
4777610024,34722,10.0,1.04,Slightly Delayed,Traffic
477350788,87,-5.0,1.37,On Time,
4616699342,34959,-4.0,2.98,On Time,
8849914077,91680,-1.0,4.75,On Time,
9183435457,11473,-4.0,0.97,On Time,
6922646336,26070,3.0,3.81,On Time,Traffic
3228806806,4696,23.0,3.64,Significantly Delayed,Traffic
4893095476,71356,12.0,0.74,Slightly Delayed,Traffic
7773468233,3584,2.0,1.17,On Time,Traffic
5928657526,91083,1.0,4.07,On Time,Traffic
4435936422,84583,-1.0,4.98,On Time,
6031122324,85429,1.0,2.0,On Time,Traffic
7286969496,22044,-3.0,1.03,On Time,
4665508413,31212,0.0,4.23,On Time,
9224598372,432,-5.0,3.72,On Time,
842020543,13649,4.0,0.67,On Time,Traffic
7237143327,40577,0.0,2.12,On Time,
5095141954,66856,-5.0,2.62,On Time,
6229535077,58180,-3.0,0.57,On Time,
2984879441,87895,4.0,4.76,On Time,Traffic
785895477,94534,28.0,3.1,Significantly Delayed,Traffic
6220343481,80069,4.0,3.67,On Time,Traffic
5897343054,2375,22.0,3.75,Significantly Delayed,Traffic
60465,58998,5.0,3.97,On Time,Traffic
2245476104,18768,3.0,4.97,On Time,Traffic
6347292505,14479,6.0,1.12,Slightly Delayed,Traffic
8321900643,83965,2.0,3.41,On Time,Traffic
9639033064,69379,-4.0,2.6,On Time,
2748368258,83680,-5.0,4.85,On Time,
1444371693,20972,4.0,4.19,On Time,Traffic
7111342746,24182,2.0,2.46,On Time,Traffic
9457576236,62085,6.0,1.2,Slightly Delayed,Traffic
4167252733,29916,-1.0,4.92,On Time,
4304875010,31244,-5.0,3.42,On Time,
4870910859,55357,-5.0,2.21,On Time,
3674118222,34829,6.0,3.11,Slightly Delayed,Traffic
38408517,84919,22.0,4.98,Significantly Delayed,Traffic
3081609596,77266,0.0,4.39,On Time,
1390229631,93232,10.0,0.65,Slightly Delayed,Traffic
7498092418,54791,7.0,0.6,Slightly Delayed,Traffic
3334055527,63631,4.0,0.72,On Time,Traffic
8729426842,75375,-5.0,2.81,On Time,
1722808791,24901,-4.0,1.42,On Time,
9775070757,13251,7.0,4.66,Slightly Delayed,Traffic
4737779056,18157,-5.0,1.64,On Time,
2047483376,55201,2.0,0.53,On Time,Traffic
4758632331,87979,27.0,4.89,Significantly Delayed,Traffic
4741574337,8790,4.0,4.22,On Time,Traffic
5805120939,42843,12.0,2.52,Slightly Delayed,Traffic
7550508,38073,-1.0,2.21,On Time,
1966056265,1498,5.0,3.87,On Time,Traffic
6363072906,44781,-3.0,3.02,On Time,
