order_id,customer_id,delivery_status,order_total,payment_method,delivery_partner_id,year_month
9487843345,23794330,On Time,1311.48,Cash,82632,2024-06
2148242015,39093069,Significantly Delayed,3239.66,UPI,13676,2023-04
7465258008,51503088,Slightly Delayed,2017.35,UPI,63335,2023-10
8875274470,57102800,Significantly Delayed,818.16,Card,54978,2024-04
7049717910,44410149,On Time,3737.72,Card,10931,2024-05
4829897426,25587553,On Time,1546.87,Cash,93475,2023-06
3532186218,24456825,On Time,3201.86,Cash,34900,2023-08
6897674900,79592021,On Time,3980.78,UPI,5998,2024-05
163895717,61982521,On Time,2751.59,UPI,45284,2023-11
9857592403,84275450,On Time,4315.44,Wallet,36569,2023-10
2521197661,13251137,Significantly Delayed,2777.53,Card,49637,2024-02
488314125,5716817,Slightly Delayed,2359.91,UPI,60702,2023-04
5073549838,75082508,On Time,1872.31,Wallet,20915,2024-04
6399568661,82594354,On Time,4593.22,UPI,45002,2023-12
3672658084,48228547,On Time,895.36,UPI,66143,2024-05
8273236145,85763665,On Time,1626.93,Card,8874,2024-09
3411233779,79991320,On Time,1018.02,Cash,33913,2024-04
8024667539,31622158,Slightly Delayed,1682.78,Cash,26395,2024-07
6112199794,77086539,Slightly Delayed,3227.41,Wallet,75415,2024-09
9484473160,21456226,Slightly Delayed,1966.28,Card,38707,2023-04
9729709418,45323391,On Time,2729.56,Cash,43891,2023-03
7900224799,68692574,Slightly Delayed,4099.05,Cash,45482,2024-07
1821414490,75632045,On Time,3493.06,Card,55493,2024-10
5813507399,76019750,On Time,4495.56,UPI,13303,2024-04
3928003125,53636086,Slightly Delayed,1809.81,Wallet,40065,2023-12
5271866987,10562528,On Time,947.95,Card,15044,2024-08
9794537731,85869195,On Time,3740.13,Cash,23014,2023-05
4852718488,71902700,On Time,1364.65,UPI,71839,2024-04
8300546273,13796199,On Time,1251.92,Wallet,80645,2023-09
976104194,6061349,Significantly Delayed,3210.73,Card,65001,2024-05
5373961125,57081917,On Time,1187.0,Card,72609,2024-11
6056126973,48765625,On Time,1172.69,UPI,84012,2024-07
6352881332,80517784,On Time,3222.29,Cash,21808,2024-01
1643234106,37691544,Slightly Delayed,1196.7,Wallet,63857,2024-09
8697966993,85869195,Significantly Delayed,3078.59,Card,45795,2024-03
2276061263,83701325,On Time,837.78,UPI,25181,2024-10
4045613782,61763552,On Time,2243.07,UPI,29650,2023-08
2959828441,9987182,On Time,4265.84,Card,80243,2024-03
3514589876,59620534,On Time,976.55,UPI,24168,2023-10
9444081952,72576730,On Time,353.53,Card,88637,2023-11
8183959589,26752630,On Time,299.27,Wallet,80408,2023-12
1712832927,5228136,Slightly Delayed,2657.42,UPI,60377,2024-03
8162867215,25713335,On Time,1564.84,UPI,53830,2024-08
4160230443,87889031,On Time,367.08,Card,41222,2024-04
9787535949,57340963,Slightly Delayed,1488.91,UPI,20817,2023-04
3423995261,75928073,On Time,1047.55,Wallet,50959,2023-05
1523343168,80862136,On Time,582.87,UPI,41110,2024-07
1948066291,61320989,On Time,225.21,Cash,33207,2024-10
2021361582,99695529,Significantly Delayed,3475.69,Cash,88680,2024-05
7491420331,27504517,Slightly Delayed,1567.06,Wallet,81340,2024-05
994840771,85088479,Slightly Delayed,1819.74,Wallet,22900,2023-10
6277344634,11202130,Significantly Delayed,3940.47,UPI,98138,2024-07
4092653338,13604883,On Time,2455.06,UPI,30910,2024-04
7213712604,49433260,On Time,780.0,Cash,25295,2023-11
7326709115,22800586,Slightly Delayed,783.96,Card,46549,2023-11
9419789569,8733344,On Time,3361.63,Wallet,54029,2024-07
5388191488,74735607,Slightly Delayed,4238.13,Card,38734,2024-03
9065873433,32635818,Slightly Delayed,2534.9,Cash,61365,2023-10
4627342297,88843865,On Time,2033.74,UPI,47725,2023-08
4286971111,469006,On Time,1480.41,Cash,7124,2024-05
645282074,13265605,On Time,3337.4,Wallet,19843,2023-05
7260939789,39999278,On Time,5770.21,UPI,13059,2023-10
1716322448,95873651,On Time,3162.99,Cash,66774,2023-09
4293959647,820740,On Time,878.07,UPI,72576,2023-10
3331935300,29095552,On Time,482.06,Wallet,14328,2023-06
1775389576,15830066,On Time,941.19,Wallet,59128,2024-03
8194774262,46836361,Slightly Delayed,2879.54,Cash,19069,2024-10
3615279775,61618079,On Time,2596.72,Wallet,33091,2023-11
11467999,78267238,Slightly Delayed,3051.19,UPI,1908,2023-04
3971267196,8536503,On Time,946.86,Card,59116,2024-01
1584863963,61877649,Significantly Delayed,1176.5,UPI,70947,2024-07
1557893814,75244116,On Time,3950.09,Wallet,60172,2024-04
8172695964,45323391,On Time,1506.27,Card,52140,2024-07
7462800868,93127511,Significantly Delayed,382.29,Wallet,39973,2023-10
5438961669,37245065,Significantly Delayed,354.91,UPI,67068,2024-09
4904849001,93563435,On Time,5062.63,Wallet,8244,2023-11
4816980820,52613657,Significantly Delayed,4876.13,Card,28954,2023-03
9004078716,55552600,On Time,2140.11,Card,60691,2023-08
8350353728,25585013,On Time,2516.08,Cash,73339,2024-01
1204084245,1342184,Significantly Delayed,2833.97,Card,55802,2023-09
4142209897,44557943,On Time,1361.67,Card,6857,2023-09
125551624,14693393,On Time,4082.47,Card,16319,2024-08
9970545044,22931642,On Time,5453.47,Cash,81093,2023-08
7976032064,72946405,On Time,1575.92,Wallet,39126,2024-05
8691567542,41640262,On Time,1173.69,Wallet,87207,2024-06
3592747590,12755730,Significantly Delayed,4217.22,UPI,92032,2024-04
7495753437,4758426,On Time,3776.78,Card,20625,2023-06
3965847120,80761521,On Time,459.78,Wallet,60885,2023-05
9365984533,89704218,On Time,2082.97,Card,40460,2024-06
2948242102,13189939,On Time,2132.75,Wallet,55456,2023-10
6161193691,55693909,On Time,1541.92,Cash,22997,2023-05
5964122835,14006996,On Time,2305.04,UPI,98433,2024-03
8879377902,61320989,On Time,3034.16,Card,61662,2024-03
8158068874,64403005,Slightly Delayed,3112.28,Wallet,93613,2024-07
7039570964,68941950,Slightly Delayed,3196.98,Cash,40041,2024-04
5482913265,88324928,Slightly Delayed,2486.56,Wallet,84976,2024-08
1018255782,2219590,Significantly Delayed,2456.07,Card,35907,2024-09
8441505853,48409448,On Time,3876.18,UPI,58002,2023-11
3850018395,57674875,Slightly Delayed,1228.6,Wallet,42851,2023-06
4884197611,28173165,Significantly Delayed,2037.05,Wallet,4714,2023-04
5321849748,84468124,On Time,1745.29,Cash,43163,2024-03
9808738347,7728406,On Time,2800.78,Wallet,81334,2024-03
8727249149,35826539,On Time,4510.56,UPI,16796,2023-06
2772154780,50899600,On Time,370.81,Card,74237,2024-07
9128056381,98691989,On Time,475.78,Wallet,95005,2024-06
4461463308,81352781,On Time,2638.38,Card,43141,2023-06
5636483988,34095555,On Time,4151.57,UPI,73517,2024-01
1532065529,75464725,On Time,2175.43,UPI,1354,2023-12
9933994647,83304571,On Time,852.02,Cash,46871,2024-02
4823026749,34835738,On Time,3211.3,Card,97537,2024-08
7453442245,77869660,On Time,4894.89,UPI,69200,2024-09
6519941559,29902416,On Time,545.49,Cash,88898,2024-05
3798769654,75913572,On Time,371.29,Cash,96996,2024-09
5034289521,21201299,On Time,1415.21,UPI,98165,2024-05
6971088688,11389698,Slightly Delayed,2593.22,Card,33387,2023-07
5650184107,19771128,On Time,3041.96,UPI,60066,2023-06
5770410311,20956158,On Time,4814.59,Cash,96121,2023-12
274530126,35278126,Significantly Delayed,1841.66,Cash,35596,2023-04
4819831152,66886852,On Time,1757.75,Cash,97045,2024-09
6977688323,56780331,On Time,3343.61,Card,77691,2023-06
2035952734,63360864,On Time,1906.85,UPI,1616,2023-04
3665334102,51476157,Slightly Delayed,5578.4,Wallet,6292,2024-11
1862413314,48150243,On Time,1446.53,Card,3855,2024-05
4466643926,82989313,On Time,781.08,Cash,37936,2024-04
4470717835,76008165,On Time,1474.48,Wallet,80246,2023-07
3018086191,76359458,On Time,1775.03,Card,86332,2024-02
2447983559,99772709,Significantly Delayed,1031.06,Cash,68149,2024-10
5116322704,63360864,On Time,2386.24,UPI,24469,2024-06
8941550852,54145987,On Time,198.15,Card,18037,2024-04
8026773850,94730288,On Time,1378.46,Wallet,22178,2023-10
2102402075,30317733,On Time,1037.5,UPI,81176,2024-07
989844439,30468930,On Time,3217.54,Cash,77083,2023-07
8426805628,11636968,On Time,1620.7,Card,88737,2023-04
7662188403,35554129,Slightly Delayed,2497.79,Wallet,80894,2023-05
9141654140,77811864,On Time,2805.01,Wallet,38063,2023-07
5696947751,90745023,On Time,1431.23,UPI,58100,2023-11
8953871540,1601161,On Time,683.46,UPI,62193,2023-11
1767778760,67729191,On Time,2977.3,Cash,57806,2023-04
5516201271,73661993,On Time,1210.9,Cash,32490,2024-07
9358248664,75213636,On Time,637.6,Cash,52315,2023-12
1530424665,45700739,On Time,3107.41,Cash,53811,2023-04
7816293360,87669943,On Time,4856.23,UPI,81753,2023-07
1602396548,11063505,On Time,2790.67,Card,64637,2024-09
7938126128,26199489,On Time,877.89,Card,50175,2023-06
271744331,47274329,On Time,97.04,UPI,30354,2023-08
387311360,70221073,On Time,1358.19,Wallet,7081,2023-08
1286123100,45659330,On Time,1243.74,UPI,19279,2023-12
4832392771,10038382,On Time,2524.06,Card,33654,2023-11
4800106448,49970560,On Time,3048.99,Card,38774,2023-12
5500008514,31371112,On Time,3605.53,Cash,48166,2024-05
7879575037,7228206,On Time,3446.01,Cash,85162,2024-01
50845914,54893418,On Time,3226.44,Card,95031,2023-04
9766990467,48358028,Slightly Delayed,186.08,Card,18483,2023-06
4215602937,66499992,On Time,1607.2,Wallet,38381,2023-10
238484255,73869823,On Time,4305.06,Cash,87590,2024-04
3293988248,89986926,Significantly Delayed,1519.45,Wallet,19751,2024-09
5296157775,99231937,On Time,1565.22,Wallet,68713,2024-07
1143489067,21432404,On Time,424.61,UPI,68548,2023-09
8524452029,40986000,Slightly Delayed,4191.3,Cash,65655,2023-11
4256779885,88745052,On Time,1740.54,Cash,71100,2023-06
7744686996,72946405,Significantly Delayed,1798.56,Cash,4886,2023-09
5427462399,41647393,On Time,2098.17,Wallet,87698,2024-06
8596751747,66359719,On Time,2462.18,Card,95854,2024-03
4746468643,15144290,On Time,3206.64,UPI,5235,2023-08
3010047327,5716817,On Time,799.46,Wallet,65599,2023-12
1236959246,94033330,On Time,1310.39,Cash,76379,2024-10
6600422315,79726146,On Time,3415.39,UPI,46137,2023-09
3227252410,83023956,On Time,4307.46,Cash,66386,2024-02
6972292408,19682060,Significantly Delayed,658.16,Cash,46413,2023-11
7562754470,10700664,On Time,317.82,Wallet,46136,2024-02
7361971676,27504517,On Time,532.57,Card,18979,2023-08
8875605037,93867669,On Time,3235.64,Card,16915,2023-09
8508253527,31233120,Slightly Delayed,452.6,UPI,11048,2024-09
6798775600,24845814,Slightly Delayed,3645.18,Cash,81032,2023-10
3624810422,42366724,On Time,864.3,Cash,83193,2024-08
4740213452,84066402,Slightly Delayed,3295.97,Cash,85085,2024-02
3825468344,81337068,On Time,1220.63,UPI,35824,2023-04
902245665,44828791,On Time,2047.24,Cash,25868,2024-08
6874299189,24633671,On Time,4027.29,Card,38460,2023-08
1127125313,91312072,Slightly Delayed,823.75,Card,81996,2023-12
3606548818,85354059,On Time,740.18,Wallet,90473,2023-05
5750044154,11636968,Slightly Delayed,2855.42,UPI,71543,2024-09
3872847781,27727819,On Time,576.22,Wallet,45099,2023-09
5939554684,3875480,On Time,3071.72,Wallet,71726,2023-06
676412814,57291761,On Time,2147.32,UPI,88453,2024-07
4248390724,6390687,Slightly Delayed,877.98,Cash,49698,2023-08
8938687150,97664747,On Time,1313.92,Cash,99357,2023-04
7898867047,899941,Slightly Delayed,5189.5,Wallet,51564,2023-05
2142065357,469006,On Time,2586.92,Cash,1749,2024-01
9024719693,21597477,On Time,140.44,Card,96400,2024-06
8976616698,90346920,On Time,3364.63,UPI,46211,2023-08
8792586840,91566278,On Time,1843.14,UPI,44722,2023-06
5375387413,66768157,On Time,1934.8,Wallet,53977,2023-04
4252164097,72366758,Slightly Delayed,163.55,Card,11104,2023-09
8423273411,5418547,On Time,719.38,UPI,81864,2023-05
2551179741,18791381,Slightly Delayed,2975.13,UPI,50120,2024-04
227511348,11775073,On Time,2388.23,Card,90637,2024-08
4434464045,7591711,On Time,2148.83,Card,84509,2023-09
7041011843,35705377,On Time,1303.83,Card,79645,2024-02
6510283268,67383024,On Time,1452.76,Wallet,59772,2024-06
6853654698,85198177,On Time,2101.23,Card,57378,2023-08
9338996795,2219590,On Time,951.43,Card,85003,2024-01
7346145952,96629258,On Time,264.89,Cash,32434,2024-03
6497069610,52672659,On Time,1416.18,Card,80825,2024-04
1741402363,87200291,On Time,1729.82,UPI,29182,2024-06
4825878367,46717997,On Time,4152.86,Card,96209,2024-10
7019011442,41640262,On Time,3612.65,Cash,15863,2023-06
1674463798,52085702,Slightly Delayed,3497.86,UPI,17663,2024-09
305684588,46876240,Significantly Delayed,4199.86,UPI,70029,2024-08
5967495442,77086074,Slightly Delayed,707.67,Card,7004,2024-07
2571047526,90665975,On Time,651.93,UPI,45704,2023-06
7784811086,53332493,Significantly Delayed,2387.27,UPI,83254,2024-09
7942005230,78614729,Slightly Delayed,281.73,Wallet,44185,2023-03
6653543195,95334407,Slightly Delayed,1617.62,Wallet,68173,2023-09
397928918,71902700,Slightly Delayed,797.99,Card,80520,2024-09
776120140,25128143,Significantly Delayed,430.41,Card,28491,2023-11
8293188779,28991365,On Time,4286.09,UPI,71056,2024-10
178737268,2164524,On Time,726.41,UPI,66743,2023-06
5246598523,90665975,Significantly Delayed,3057.36,Cash,67554,2023-11
1172544737,30188374,Slightly Delayed,1080.33,Cash,27338,2023-11
6419533291,92404798,On Time,2555.75,Wallet,32799,2023-07
882083749,51833636,On Time,1142.73,Cash,42317,2023-06
3185510401,43990799,On Time,749.5,UPI,60744,2024-10
7760767006,93018527,On Time,1014.49,UPI,88497,2023-08
3833878150,644189,Significantly Delayed,3376.0,Cash,27906,2024-06
369899578,44198187,On Time,2313.22,Cash,85235,2023-08
1944466212,70798876,On Time,2523.57,UPI,77615,2024-09
4064447117,6061349,Significantly Delayed,2534.24,Cash,36940,2024-02
1553685597,22822088,Significantly Delayed,2962.71,Card,246,2024-10
3682284811,96009692,On Time,4471.32,UPI,10177,2024-07
291439357,62679120,On Time,2008.62,UPI,8626,2023-04
8285784194,17390673,On Time,1107.52,UPI,72635,2024-09
5058742647,29562254,On Time,1943.59,UPI,25730,2024-09
6917020296,34655710,On Time,705.42,Card,41276,2024-07
6671181961,50968312,On Time,2732.0,Wallet,46269,2023-10
5123439997,89886179,On Time,1789.27,Cash,55720,2024-02
8510183245,3897936,On Time,2914.71,Wallet,94891,2024-10
6081384585,94529626,On Time,4519.77,Cash,96881,2024-03
4423613746,98088303,Slightly Delayed,4916.33,UPI,1185,2023-08
1530472691,82169898,Slightly Delayed,3469.84,UPI,7489,2024-08
7009303199,85519349,Slightly Delayed,3223.07,UPI,72585,2024-02
5386652055,71252391,Slightly Delayed,2799.46,Card,4038,2024-04
4413239746,22915611,Slightly Delayed,811.95,UPI,21923,2023-04
4988875078,65514005,Slightly Delayed,3485.65,UPI,3617,2023-07
1617565217,43518622,On Time,2865.04,UPI,5577,2024-06
392038758,24144240,Slightly Delayed,3639.23,Card,62825,2024-07
1828727552,12455156,On Time,2106.13,Cash,92001,2024-03
7119397338,25850478,On Time,874.78,Cash,39725,2024-10
2611271708,11446157,On Time,1171.77,Card,54792,2024-04
7162509481,1174162,On Time,1157.52,Wallet,20373,2024-10
131913576,48228547,On Time,2136.82,Wallet,27197,2023-10
6627201490,28991365,Slightly Delayed,1393.12,Cash,31046,2023-12
4644950813,81655250,On Time,2392.8,Card,2614,2023-08
9434934993,92027021,Slightly Delayed,698.38,Cash,95990,2024-08
2556317798,29562072,On Time,1675.35,Cash,76160,2023-09
2826150539,24456825,On Time,2121.58,Card,19554,2023-11
4283803308,4543215,On Time,2653.37,UPI,29754,2023-12
6873424093,35705377,On Time,2891.16,UPI,61533,2024-02
4741294126,66354642,On Time,2218.23,Cash,84476,2024-09
4967241271,45708879,On Time,641.98,Wallet,73253,2023-05
9554079946,69516494,On Time,3528.74,Wallet,90188,2023-12
4601205399,97111069,On Time,3250.65,Wallet,36629,2023-07
5633967304,72605638,Slightly Delayed,2009.59,Cash,93942,2024-01
4168163237,47503133,Slightly Delayed,1178.88,Wallet,32090,2023-07
5924297360,59197894,Slightly Delayed,723.44,Wallet,50579,2024-09
2120299901,28499191,On Time,1204.42,Card,35726,2024-06
1070876534,59329145,On Time,4573.95,Cash,14388,2024-02
7032280048,18567760,On Time,1403.74,UPI,41473,2023-09
156346853,57331847,Slightly Delayed,1506.38,Card,16610,2023-03
6873267326,45546750,Slightly Delayed,2229.88,Cash,63685,2024-02
1370661468,64795608,On Time,957.45,Wallet,83004,2023-09
3612128358,8513589,On Time,1654.11,UPI,63526,2024-04
1736953222,86704661,Slightly Delayed,3889.08,Wallet,46700,2024-02
9107923488,85354059,On Time,2768.96,Wallet,22157,2023-11
4378877600,46989310,Slightly Delayed,1365.37,Wallet,31527,2023-11
3232762361,22613559,On Time,2843.52,Wallet,89153,2023-07
1831641377,76971644,Slightly Delayed,3402.24,Cash,48691,2024-03
562428866,57833505,Slightly Delayed,896.97,Card,47688,2023-04
4607715908,59095971,Slightly Delayed,4650.66,UPI,22498,2024-08
4804575203,53974737,Significantly Delayed,1762.54,Wallet,32008,2023-05
8287234948,47939657,On Time,1856.75,UPI,4824,2024-10
6074452586,78806824,On Time,81.35,Cash,11946,2023-09
6821790656,66710182,On Time,2094.62,Wallet,64612,2024-08
7821942520,84468124,On Time,2732.91,Wallet,11136,2024-02
3012496270,27604184,On Time,2270.44,UPI,96443,2023-04
8980370750,76971644,On Time,901.58,Card,29273,2023-09
6535672015,4758426,On Time,2685.35,UPI,91217,2023-05
6999060704,15534747,Slightly Delayed,672.73,Wallet,29169,2023-04
9403732731,73393269,On Time,2995.55,Cash,97526,2024-05
5649255352,84119685,On Time,3938.48,Cash,42987,2024-10
5034409841,46629917,Significantly Delayed,2746.95,Wallet,71481,2023-08
9072111617,49985597,On Time,2799.39,UPI,7933,2024-09
9556880451,48778633,On Time,4818.86,Card,26471,2023-10
4602796463,22047134,On Time,2500.69,UPI,15486,2024-09
6061353924,49241309,On Time,1424.69,Wallet,5451,2024-03
4366519080,63339001,On Time,2771.3,Cash,71938,2023-05
1324817141,71694275,On Time,5053.37,Card,88990,2023-08
5419080144,55404382,On Time,2197.72,Cash,87381,2024-11
8813470284,57537308,On Time,1665.1,Card,39091,2024-01
3182992799,81906973,Slightly Delayed,4329.87,Cash,26718,2023-10
7792996715,22081691,On Time,949.2,Card,57039,2024-01
6962624734,88866835,On Time,3579.41,Wallet,32296,2023-04
5948662456,35988028,On Time,4187.66,Card,39614,2023-06
3395675979,88202341,On Time,2930.34,Cash,8303,2023-06
7550368787,51592174,Slightly Delayed,5268.01,Cash,25992,2023-12
8357671697,97388817,On Time,39.65,Wallet,16324,2024-04
9600704922,90372221,On Time,2378.52,Cash,40938,2023-11
9915229426,12832151,On Time,37.8,Cash,7428,2024-02
9927474026,94137242,Slightly Delayed,530.85,Cash,85439,2023-03
6310535397,21461764,On Time,5015.88,Card,8620,2023-05
8045941430,67829645,On Time,2667.64,Wallet,43620,2023-05
4390394582,49795571,On Time,1170.39,Cash,97518,2024-11
5062545226,84275450,On Time,2945.03,Wallet,54305,2023-11
2836701831,62323608,On Time,354.52,Card,84057,2024-06
4115492281,32540616,On Time,4248.74,Wallet,99505,2024-01
3554645781,26227445,Slightly Delayed,2108.47,Card,64263,2024-04
3983605701,19067680,Slightly Delayed,3627.25,Card,58335,2024-01
8581516385,8241122,On Time,681.54,Card,29947,2023-12
8290229112,88923048,On Time,517.77,Wallet,29611,2024-03
1195560119,83039559,On Time,552.2,Cash,6698,2023-04
5077327994,243838,On Time,2694.01,Card,93285,2023-08
2945185661,81102955,On Time,374.68,Card,6710,2023-07
3951005873,52085702,On Time,832.06,Wallet,73170,2024-10
3490816523,25128143,Slightly Delayed,4284.99,Card,16914,2024-01
6739114301,51544662,On Time,671.55,UPI,10714,2023-03
5728818155,31000129,Slightly Delayed,2215.55,Cash,40143,2023-11
7713651693,8351747,On Time,422.87,Wallet,17257,2023-08
5452048621,22483684,Slightly Delayed,947.95,Wallet,51769,2024-10
2297027645,36578947,On Time,2036.46,Card,67885,2024-04
2438302298,77862447,Slightly Delayed,1175.49,Cash,96633,2023-04
578811216,75739462,Significantly Delayed,1980.99,Wallet,5169,2024-06
8684710720,74172010,On Time,1644.14,Cash,45070,2023-09
1249797614,54797119,On Time,2735.5,Card,18282,2024-06
8013026217,52337289,On Time,2368.0,Cash,53586,2023-03
5421697986,95971469,On Time,3487.72,Wallet,87496,2023-05
8922741261,22133362,On Time,2993.51,Cash,48378,2024-08
3441102335,12077371,On Time,1197.76,Wallet,47299,2023-11
6065607924,91868185,On Time,965.88,UPI,13007,2024-05
5153395650,94033330,On Time,1099.91,Card,19704,2023-03
2215235447,88215615,On Time,163.03,Card,26672,2024-09
5678676134,76917159,On Time,1292.08,Card,90181,2024-09
5045588926,67092149,On Time,2558.43,UPI,32917,2023-07
1677502866,24644542,On Time,83.18,UPI,1304,2024-01
4777610024,81808190,Slightly Delayed,1801.32,Cash,34722,2024-05
477350788,3638834,On Time,941.19,UPI,87,2023-10
4616699342,11446157,On Time,277.2,Card,34959,2023-04
8849914077,32527479,On Time,3890.81,Wallet,91680,2024-01
9183435457,25722990,On Time,2131.39,Card,11473,2024-10
6922646336,92416428,On Time,3777.74,Cash,26070,2023-06
3228806806,70543108,Significantly Delayed,1475.75,Wallet,4696,2023-06
4893095476,21409946,Slightly Delayed,2376.4,Card,71356,2024-10
7773468233,22210238,On Time,2685.53,Wallet,3584,2023-10
5928657526,22076522,On Time,2020.58,Card,91083,2023-10
4435936422,47206881,On Time,1250.93,Wallet,84583,2023-12
6031122324,28603182,On Time,3472.94,UPI,85429,2024-06
7286969496,75913572,On Time,2193.54,Card,22044,2023-06
4665508413,77035814,On Time,2902.2,Cash,31212,2023-11
9224598372,50015282,On Time,3973.73,UPI,432,2024-03
842020543,99231937,On Time,1387.32,UPI,13649,2024-08
7237143327,96253172,On Time,1430.36,UPI,40577,2023-06
5095141954,1469696,On Time,3229.91,Card,66856,2023-08
6229535077,77869660,On Time,2219.96,Cash,58180,2024-04
2984879441,16379942,On Time,736.92,Cash,87895,2024-04
785895477,11389698,Significantly Delayed,397.68,Wallet,94534,2023-03
6220343481,79895967,On Time,3373.51,UPI,80069,2023-06
5897343054,52815265,Significantly Delayed,171.2,Card,2375,2023-03
60465,15808945,On Time,589.47,UPI,58998,2024-10
2245476104,8628482,On Time,3898.9,Wallet,18768,2023-06
6347292505,83597876,Slightly Delayed,951.43,Cash,14479,2024-06
8321900643,1655637,On Time,3517.14,Card,83965,2023-10
9639033064,20314691,On Time,3291.28,Card,69379,2024-08
2748368258,92404798,On Time,870.29,Card,83680,2023-08
1444371693,9274874,On Time,869.55,Card,20972,2023-05
7111342746,35459748,On Time,2441.75,Card,24182,2024-10
9457576236,80800079,Slightly Delayed,826.21,UPI,62085,2023-11
4167252733,70589930,On Time,878.07,Cash,29916,2023-11
4304875010,89995124,On Time,1994.43,UPI,31244,2024-01
4870910859,88532418,On Time,1609.67,Card,55357,2023-07
3674118222,32868927,Slightly Delayed,634.28,UPI,34829,2024-07
38408517,39674723,Significantly Delayed,88.43,Cash,84919,2023-11
3081609596,7076456,On Time,3555.24,Card,77266,2023-04
1390229631,67952740,Slightly Delayed,959.01,UPI,93232,2023-08
7498092418,50968312,Slightly Delayed,918.36,Cash,54791,2023-10
3334055527,79298972,On Time,1874.14,Cash,63631,2023-04
8729426842,37904682,On Time,2010.82,Wallet,75375,2023-06
1722808791,51014003,On Time,4509.16,Cash,24901,2023-05
9775070757,55042740,Slightly Delayed,1717.21,UPI,13251,2024-03
4737779056,43980719,On Time,785.67,Wallet,18157,2024-08
2047483376,11493380,On Time,4363.62,Card,55201,2023-10
4758632331,34853377,Significantly Delayed,329.79,UPI,87979,2023-09
4741574337,40841791,On Time,3284.15,Cash,8790,2024-02
5805120939,12277039,Slightly Delayed,3209.77,Wallet,42843,2024-07
7550508,93127511,On Time,1067.68,Card,38073,2023-10
1966056265,63802820,On Time,3447.86,Card,1498,2024-08
6363072906,29095552,On Time,1191.83,Card,44781,2024-07
7389054351,25585013,On Time,3840.78,Cash,81899,2023-12
7146572423,80954112,On Time,3748.84,UPI,63798,2023-06
4590810848,20298398,On Time,2867.36,Cash,58417,2023-05
9226364404,29858395,Significantly Delayed,2455.82,Wallet,69366,2023-11
6687792641,93924203,On Time,1545.05,Wallet,85941,2024-05
5183577434,2134827,On Time,805.28,Card,48713,2024-01
7440785414,72132838,On Time,4073.91,UPI,14917,2023-11
7932057095,73363613,On Time,1009.42,UPI,5226,2023-09
6126906924,33675108,On Time,505.31,Card,2241,2023-12
8997788831,72495274,On Time,2656.18,Card,69051,2023-03
3480516243,23567263,On Time,2854.52,UPI,7250,2024-08
1234692850,76971644,On Time,310.69,UPI,33571,2024-03
4954911880,82359623,On Time,2079.76,Wallet,79410,2023-04
504060154,55060796,Significantly Delayed,1828.77,Card,95455,2023-07
8723752267,13494314,On Time,3290.63,Card,61593,2024-07
5724116944,93938425,Slightly Delayed,3853.5,Cash,93687,2024-06
8161349145,19080489,Slightly Delayed,3929.07,Cash,34205,2024-03
2985254380,73377004,On Time,2389.3,Cash,9722,2023-11
9837170359,42723554,On Time,1785.4,Card,62865,2023-04
3915323515,32987624,On Time,3105.35,Card,4185,2024-09
8829163586,11387110,On Time,2922.5,Card,39532,2024-01
961526405,63083547,On Time,1022.7,Cash,5497,2024-10
5792721465,49617892,On Time,4645.02,Card,59382,2024-10
8094117960,95018817,Slightly Delayed,1473.88,Cash,7809,2023-04
9318325652,89986926,On Time,1967.45,UPI,78258,2024-04
852676412,65570302,Slightly Delayed,3996.42,Wallet,76980,2024-08
6487883093,37309023,On Time,423.56,Card,54257,2024-10
5398965602,99412119,Slightly Delayed,2721.96,Card,42648,2024-06
6149664144,52678787,Significantly Delayed,3045.23,Card,53283,2024-10
6231586256,12755730,On Time,1467.19,UPI,10306,2023-05
4598622116,85518832,Significantly Delayed,2982.31,Cash,61134,2024-03
8971796779,21786873,On Time,1673.85,Wallet,9562,2024-07
2148246883,93563435,On Time,2742.01,Card,64363,2023-09
4357632507,6150721,On Time,923.84,Cash,7296,2024-09
3323576462,20163931,On Time,2160.52,UPI,62311,2023-12
4220834107,74682740,On Time,422.14,UPI,39345,2023-09
4409513224,12814732,Slightly Delayed,947.24,Card,42130,2024-10
5610159677,90184276,On Time,1883.53,Wallet,19987,2023-08
6259219127,21577948,On Time,2162.88,Card,17129,2023-05
5628497118,50229203,Slightly Delayed,2543.92,Card,87309,2024-10
1508576390,81541985,Significantly Delayed,1407.4,UPI,46857,2023-07
5922953060,96628029,On Time,1867.74,Card,71666,2024-09
5130838561,10524732,On Time,319.8,Wallet,26109,2023-07
3217749279,40643232,On Time,995.64,Cash,21471,2023-09
9279422297,15043066,On Time,2129.39,Card,29442,2023-04
222955546,51661209,Significantly Delayed,123.3,Wallet,69541,2023-09
8290493339,69340015,On Time,316.02,Card,23578,2024-01
6418952352,34381941,On Time,2310.95,Card,27372,2023-08
8978231928,73799927,Slightly Delayed,1938.5,Wallet,5320,2024-10
3746306403,47625855,On Time,2987.17,Wallet,24591,2023-07
3157198428,61753272,On Time,635.77,Cash,42198,2024-10
981939883,51119088,Slightly Delayed,3449.49,Cash,60237,2023-05
6569836274,5228136,Slightly Delayed,939.55,Cash,18594,2024-06
5695124358,90144978,On Time,1927.44,Cash,12767,2024-05
773335066,26935187,On Time,2980.84,Card,91032,2023-07
